tokens,ner_labels,pos_labels
"['@masbro_back', 'kejadiannya', 'disini', 'jalan', '.', 'm', '.', 't', '.', 'haryono', 'seberang', 'stasiun', 'lrt', 'ciliwung', '.', 'video', 'sepertinya', 'diambil', 'dr', 'gedung', 'waskita', 'rajawali', 'tower']","['@masbro_back', 'kejadiannya', 'disini', 'jalan', '.', 'm', '.', 't', '.', 'haryono', 'seberang', 'stasiun', 'lrt', 'ciliwung', '.', 'video', 'sepertinya', 'diambil', 'dr', 'gedung', 'waskita', 'rajawali', 'tower']","['@masbro_back', 'kejadiannya', 'disini', 'jalan', '.', 'm', '.', 't', '.', 'haryono', 'seberang', 'stasiun', 'lrt', 'ciliwung', '.', 'video', 'sepertinya', 'diambil', 'dr', 'gedung', 'waskita', 'rajawali', 'tower']"
"['warga', 'semarang', 'help', 'tempat', 'solo', 'trip', 'area', 'stasiun', 'semarang', 'poncol', 'apa', 'saja', 'yaa', '?', 'terima', 'kasih']","['warga', 'semarang', 'help', 'tempat', 'solo', 'trip', 'area', 'stasiun', 'semarang', 'poncol', 'apa', 'saja', 'yaa', '?', 'terima', 'kasih']","['warga', 'semarang', 'help', 'tempat', 'solo', 'trip', 'area', 'stasiun', 'semarang', 'poncol', 'apa', 'saja', 'yaa', '?', 'terima', 'kasih']"
"['percepatan', 'waktu', 'tempuh', 'ini', 'berkat', 'peningkatan', 'prasarana', 'perkeretaapian', 'dan', 'pengurangan', 'stasiun', 'perhentian', '.', 'kini', 'ka', 'argo', 'bromo', 'anggrek', 'hanya', 'berhenti', 'di', 'stasiun', 'cirebon', 'dan', 'semarang', 'tawang', 'bank', 'jateng', 'saja', 'guys', '!', '️', 'jadi', 'siapa', 'yang', 'mudiknya', 'nanti', 'naik', 'sang', 'raja', 'utara', 'ini', '?', 'coba']","['percepatan', 'waktu', 'tempuh', 'ini', 'berkat', 'peningkatan', 'prasarana', 'perkeretaapian', 'dan', 'pengurangan', 'stasiun', 'perhentian', '.', 'kini', 'ka', 'argo', 'bromo', 'anggrek', 'hanya', 'berhenti', 'di', 'stasiun', 'cirebon', 'dan', 'semarang', 'tawang', 'bank', 'jateng', 'saja', 'guys', '!', '️', 'jadi', 'siapa', 'yang', 'mudiknya', 'nanti', 'naik', 'sang', 'raja', 'utara', 'ini', '?', 'coba']","['percepatan', 'waktu', 'tempuh', 'ini', 'berkat', 'peningkatan', 'prasarana', 'perkeretaapian', 'dan', 'pengurangan', 'stasiun', 'perhentian', '.', 'kini', 'ka', 'argo', 'bromo', 'anggrek', 'hanya', 'berhenti', 'di', 'stasiun', 'cirebon', 'dan', 'semarang', 'tawang', 'bank', 'jateng', 'saja', 'guys', '!', '️', 'jadi', 'siapa', 'yang', 'mudiknya', 'nanti', 'naik', 'sang', 'raja', 'utara', 'ini', '?', 'coba']"
"['jalan-jalan', 'naik', 'ka', 'bandara', 'naiknya', 'dari', 'stasiun', 'sudirman', 'baru', 'awali', 'hari', 'ini', 'dengan', 'berdoa', 'semoga', 'hari', 'ini', 'penuh', 'berkah', 'selalu', 'selamat', 'pagi', 'dan', 'selamat', 'beraktivitas']","['jalan-jalan', 'naik', 'ka', 'bandara', 'naiknya', 'dari', 'stasiun', 'sudirman', 'baru', 'awali', 'hari', 'ini', 'dengan', 'berdoa', 'semoga', 'hari', 'ini', 'penuh', 'berkah', 'selalu', 'selamat', 'pagi', 'dan', 'selamat', 'beraktivitas']","['jalan-jalan', 'naik', 'ka', 'bandara', 'naiknya', 'dari', 'stasiun', 'sudirman', 'baru', 'awali', 'hari', 'ini', 'dengan', 'berdoa', 'semoga', 'hari', 'ini', 'penuh', 'berkah', 'selalu', 'selamat', 'pagi', 'dan', 'selamat', 'beraktivitas']"
"['stasiun', 'bekasi', '.', 'hujan', 'deras', 'enggak', 'terlalu', 'lama', 'udah', 'menggenang', '.', 'drainasenya', 'jelek', '.', 'bisa', 'kali', 'pak', '@mas_triadhianto', '.', 'enggak', 'jauh', 'dr', 'kantor', 'bapak', '.', '@txtdrbekasi', '@pemkotbekasi']","['stasiun', 'bekasi', '.', 'hujan', 'deras', 'enggak', 'terlalu', 'lama', 'udah', 'menggenang', '.', 'drainasenya', 'jelek', '.', 'bisa', 'kali', 'pak', '@mas_triadhianto', '.', 'enggak', 'jauh', 'dr', 'kantor', 'bapak', '.', '@txtdrbekasi', '@pemkotbekasi']","['stasiun', 'bekasi', '.', 'hujan', 'deras', 'enggak', 'terlalu', 'lama', 'udah', 'menggenang', '.', 'drainasenya', 'jelek', '.', 'bisa', 'kali', 'pak', '@mas_triadhianto', '.', 'enggak', 'jauh', 'dr', 'kantor', 'bapak', '.', '@txtdrbekasi', '@pemkotbekasi']"
"['braw', '!', 'jam', '3', 'subuh', 'susah', 'cari', 'driver', 'ojol', 'enggak', 'ya', '?', 'snder', 'mau', 'ke', 'stasiun']","['braw', '!', 'jam', '3', 'subuh', 'susah', 'cari', 'driver', 'ojol', 'enggak', 'ya', '?', 'snder', 'mau', 'ke', 'stasiun']","['braw', '!', 'jam', '3', 'subuh', 'susah', 'cari', 'driver', 'ojol', 'enggak', 'ya', '?', 'snder', 'mau', 'ke', 'stasiun']"
"['belgrade', 'ibukota', 'serbia', 'saat', 'ini', '.', 'lebih', 'dari', '100.000', 'demonstran', 'melawan', 'pemerintahan', 'aleksandar', 'vucic', '.', 'protes', 'ini', 'dimulai', 'setelah', '15', 'orang', 'meninggal', 'akibat', 'runtuhnya', 'atap', 'stasiun', 'kereta', 'api', 'yang', 'diduga', 'akibat', 'korupsi', 'dan', 'kelalaian', 'pemerintah', '.']","['belgrade', 'ibukota', 'serbia', 'saat', 'ini', '.', 'lebih', 'dari', '100.000', 'demonstran', 'melawan', 'pemerintahan', 'aleksandar', 'vucic', '.', 'protes', 'ini', 'dimulai', 'setelah', '15', 'orang', 'meninggal', 'akibat', 'runtuhnya', 'atap', 'stasiun', 'kereta', 'api', 'yang', 'diduga', 'akibat', 'korupsi', 'dan', 'kelalaian', 'pemerintah', '.']","['belgrade', 'ibukota', 'serbia', 'saat', 'ini', '.', 'lebih', 'dari', '100.000', 'demonstran', 'melawan', 'pemerintahan', 'aleksandar', 'vucic', '.', 'protes', 'ini', 'dimulai', 'setelah', '15', 'orang', 'meninggal', 'akibat', 'runtuhnya', 'atap', 'stasiun', 'kereta', 'api', 'yang', 'diduga', 'akibat', 'korupsi', 'dan', 'kelalaian', 'pemerintah', '.']"
"['lanjutan', 'dari', 'menfess', 'sebelumnya', '.', 'kayanya', 'gua', 'jadiin', 'saja', 'udah', 'me', 'time', 'kesana', '..', 'boleh', 'spill', 'penginapan', '/', 'hotel', 'murmer', 'dekat', 'stasiun', 'bandung', 'enggak', '?', 'sama', 'perpustakaan', 'atau', 'museum', 'sekitaran', 'situ', 'jugaaa', 'thnkyou', 'sebelumnya']","['lanjutan', 'dari', 'menfess', 'sebelumnya', '.', 'kayanya', 'gua', 'jadiin', 'saja', 'udah', 'me', 'time', 'kesana', '..', 'boleh', 'spill', 'penginapan', '/', 'hotel', 'murmer', 'dekat', 'stasiun', 'bandung', 'enggak', '?', 'sama', 'perpustakaan', 'atau', 'museum', 'sekitaran', 'situ', 'jugaaa', 'thnkyou', 'sebelumnya']","['lanjutan', 'dari', 'menfess', 'sebelumnya', '.', 'kayanya', 'gua', 'jadiin', 'saja', 'udah', 'me', 'time', 'kesana', '..', 'boleh', 'spill', 'penginapan', '/', 'hotel', 'murmer', 'dekat', 'stasiun', 'bandung', 'enggak', '?', 'sama', 'perpustakaan', 'atau', 'museum', 'sekitaran', 'situ', 'jugaaa', 'thnkyou', 'sebelumnya']"
"['dua', 'astronot', 'nasa', 'akhirnya', 'bisa', 'kembali', 'ke', 'bumi', 'setelah', '9', 'bulan', 'terjebak', 'di', 'stasiun', 'luar', 'angkasa', 'internasional', '(', 'iss', ')', 'karena', 'pesawat', 'luar', 'angkasa', 'mereka', 'mengalami', 'masalah', 'teknis', 'untungnya', 'setelah', 'penantian', 'panjang', 'dan', 'penuh', 'tantangan', 'mereka', 'akhirnya', 'berhasil', 'mendarat']","['dua', 'astronot', 'nasa', 'akhirnya', 'bisa', 'kembali', 'ke', 'bumi', 'setelah', '9', 'bulan', 'terjebak', 'di', 'stasiun', 'luar', 'angkasa', 'internasional', '(', 'iss', ')', 'karena', 'pesawat', 'luar', 'angkasa', 'mereka', 'mengalami', 'masalah', 'teknis', 'untungnya', 'setelah', 'penantian', 'panjang', 'dan', 'penuh', 'tantangan', 'mereka', 'akhirnya', 'berhasil', 'mendarat']","['dua', 'astronot', 'nasa', 'akhirnya', 'bisa', 'kembali', 'ke', 'bumi', 'setelah', '9', 'bulan', 'terjebak', 'di', 'stasiun', 'luar', 'angkasa', 'internasional', '(', 'iss', ')', 'karena', 'pesawat', 'luar', 'angkasa', 'mereka', 'mengalami', 'masalah', 'teknis', 'untungnya', 'setelah', 'penantian', 'panjang', 'dan', 'penuh', 'tantangan', 'mereka', 'akhirnya', 'berhasil', 'mendarat']"
"['-', 'dips', '!', 'ada', 'yang', 'pernah', 'naik', 'brt', 'dari', 'undip', 'ke', 'stasiun', 'tawang', 'enggak', 'ya', '?', 'sender', 'baru', 'mau', 'nyoba', 'adakah', 'yang', 'bisa', 'kasih', 'tau', 'rutenya', 'dan', 'harus', 'naik', 'koridor', 'berapaa', 'huhu', 'takuuttt', 'first', 'time', 'naik', 'brt', 'dan', 'jauh']","['-', 'dips', '!', 'ada', 'yang', 'pernah', 'naik', 'brt', 'dari', 'undip', 'ke', 'stasiun', 'tawang', 'enggak', 'ya', '?', 'sender', 'baru', 'mau', 'nyoba', 'adakah', 'yang', 'bisa', 'kasih', 'tau', 'rutenya', 'dan', 'harus', 'naik', 'koridor', 'berapaa', 'huhu', 'takuuttt', 'first', 'time', 'naik', 'brt', 'dan', 'jauh']","['-', 'dips', '!', 'ada', 'yang', 'pernah', 'naik', 'brt', 'dari', 'undip', 'ke', 'stasiun', 'tawang', 'enggak', 'ya', '?', 'sender', 'baru', 'mau', 'nyoba', 'adakah', 'yang', 'bisa', 'kasih', 'tau', 'rutenya', 'dan', 'harus', 'naik', 'koridor', 'berapaa', 'huhu', 'takuuttt', 'first', 'time', 'naik', 'brt', 'dan', 'jauh']"
"['mau', 'liburan', 'ke', 'jogja', 'tapi', 'nginepnya', 'di', 'villa', 'nah', 'villa', 'ini', 'bisa', 'jadi', 'pilihanmu', '.', 'lokasinya', 'enggak', 'terlalu', 'jauh', 'sama', 'stasiun', 'dan', 'malioboro', '.', 'vibes', 'liburannya', 'di', 'vila', 'ini', 'tuh', 'berasa', 'banget', '.', 'tiap', 'sudut', 'vilanya', 'juga', 'cantik', 'bikin', 'kamu', 'pengen', 'foto', '2', 'terus', 'saja', 'gitu', '.', 'pas', 'deh', 'buat', 'liburan']","['mau', 'liburan', 'ke', 'jogja', 'tapi', 'nginepnya', 'di', 'villa', 'nah', 'villa', 'ini', 'bisa', 'jadi', 'pilihanmu', '.', 'lokasinya', 'enggak', 'terlalu', 'jauh', 'sama', 'stasiun', 'dan', 'malioboro', '.', 'vibes', 'liburannya', 'di', 'vila', 'ini', 'tuh', 'berasa', 'banget', '.', 'tiap', 'sudut', 'vilanya', 'juga', 'cantik', 'bikin', 'kamu', 'pengen', 'foto', '2', 'terus', 'saja', 'gitu', '.', 'pas', 'deh', 'buat', 'liburan']","['mau', 'liburan', 'ke', 'jogja', 'tapi', 'nginepnya', 'di', 'villa', 'nah', 'villa', 'ini', 'bisa', 'jadi', 'pilihanmu', '.', 'lokasinya', 'enggak', 'terlalu', 'jauh', 'sama', 'stasiun', 'dan', 'malioboro', '.', 'vibes', 'liburannya', 'di', 'vila', 'ini', 'tuh', 'berasa', 'banget', '.', 'tiap', 'sudut', 'vilanya', 'juga', 'cantik', 'bikin', 'kamu', 'pengen', 'foto', '2', 'terus', 'saja', 'gitu', '.', 'pas', 'deh', 'buat', 'liburan']"
"['kesal', 'diturunkan', '9', 'kali', 'pria', 'nekat', 'bakar', 'gerbong', 'kereta', 'api', '.', 'sakit', 'hati', 'karena', 'sering', 'diturunkan', 'dari', 'kereta', 'api', 'akibat', 'menaiki', 'kereta', 'tanpa', 'tiket', 'seorang', 'pria', 'penyandang', 'disabilitas', 'sensorik', 'ditangkap', 'karena', 'membakar', 'tiga', 'gerbong', 'kereta', 'di', 'stasiun', 'tugu', 'yogyakarta']","['kesal', 'diturunkan', '9', 'kali', 'pria', 'nekat', 'bakar', 'gerbong', 'kereta', 'api', '.', 'sakit', 'hati', 'karena', 'sering', 'diturunkan', 'dari', 'kereta', 'api', 'akibat', 'menaiki', 'kereta', 'tanpa', 'tiket', 'seorang', 'pria', 'penyandang', 'disabilitas', 'sensorik', 'ditangkap', 'karena', 'membakar', 'tiga', 'gerbong', 'kereta', 'di', 'stasiun', 'tugu', 'yogyakarta']","['kesal', 'diturunkan', '9', 'kali', 'pria', 'nekat', 'bakar', 'gerbong', 'kereta', 'api', '.', 'sakit', 'hati', 'karena', 'sering', 'diturunkan', 'dari', 'kereta', 'api', 'akibat', 'menaiki', 'kereta', 'tanpa', 'tiket', 'seorang', 'pria', 'penyandang', 'disabilitas', 'sensorik', 'ditangkap', 'karena', 'membakar', 'tiga', 'gerbong', 'kereta', 'di', 'stasiun', 'tugu', 'yogyakarta']"
"['[', 'catch', 'the', 'biasa', ']', '𝙍𝙀𝘾𝙍𝙐𝙄𝙏𝙄𝙉𝙂', '𝘼𝙂𝙀𝙉𝙏𝙎', 'normal', 'registration', 'now', 'open', '!', '️sabtu', '22', 'maret', '2025', 'onkel', 'john', 'tebet', '(', '10', 'menit', 'dari', 'stasiun', 'tebet', ')', '⏲', '️16', '.', '00', '-', 'selesai', 'berbuka', 'puasa', '(', 'bukber', 'gue', '/', 'seulgi', ')', 'hungry', 'after', 'playing', 'games', '?', 'worry', 'not']","['[', 'catch', 'the', 'biasa', ']', '𝙍𝙀𝘾𝙍𝙐𝙄𝙏𝙄𝙉𝙂', '𝘼𝙂𝙀𝙉𝙏𝙎', 'normal', 'registration', 'now', 'open', '!', '️sabtu', '22', 'maret', '2025', 'onkel', 'john', 'tebet', '(', '10', 'menit', 'dari', 'stasiun', 'tebet', ')', '⏲', '️16', '.', '00', '-', 'selesai', 'berbuka', 'puasa', '(', 'bukber', 'gue', '/', 'seulgi', ')', 'hungry', 'after', 'playing', 'games', '?', 'worry', 'not']","['[', 'catch', 'the', 'biasa', ']', '𝙍𝙀𝘾𝙍𝙐𝙄𝙏𝙄𝙉𝙂', '𝘼𝙂𝙀𝙉𝙏𝙎', 'normal', 'registration', 'now', 'open', '!', '️sabtu', '22', 'maret', '2025', 'onkel', 'john', 'tebet', '(', '10', 'menit', 'dari', 'stasiun', 'tebet', ')', '⏲', '️16', '.', '00', '-', 'selesai', 'berbuka', 'puasa', '(', 'bukber', 'gue', '/', 'seulgi', ')', 'hungry', 'after', 'playing', 'games', '?', 'worry', 'not']"
"['guys', 'sender', 'pake', 'promo', 'grab', 'yang', 'goceng', 'dari', 'stasiun', 'malah', 'diomelin', 'abang', 'grab', 'terus', 'ditawar', '30k', 'padahal', 'jaraknya', 'enggak', 'jauh', 'kesal', 'banget', '...']","['guys', 'sender', 'pake', 'promo', 'grab', 'yang', 'goceng', 'dari', 'stasiun', 'malah', 'diomelin', 'abang', 'grab', 'terus', 'ditawar', '30k', 'padahal', 'jaraknya', 'enggak', 'jauh', 'kesal', 'banget', '...']","['guys', 'sender', 'pake', 'promo', 'grab', 'yang', 'goceng', 'dari', 'stasiun', 'malah', 'diomelin', 'abang', 'grab', 'terus', 'ditawar', '30k', 'padahal', 'jaraknya', 'enggak', 'jauh', 'kesal', 'banget', '...']"
"['belum', 'selesai', 'tapi', 'nekat', 'difoto', 'di', 'stasiun', '@kai121', '@commuterline']","['belum', 'selesai', 'tapi', 'nekat', 'difoto', 'di', 'stasiun', '@kai121', '@commuterline']","['belum', 'selesai', 'tapi', 'nekat', 'difoto', 'di', 'stasiun', '@kai121', '@commuterline']"
"['open', 'rent', 'iphone', '13', 'pro', '&', 'samsung', '25u', '*', 'konser', 'wisuda', 'acara', 'kantor', 'bukber', 'ip', '13pro', ':', '2', '*', '*', 'k', '-', '3', '*', '*', 'k', 'cod', 'venue', '/', 'stasiun', 'negotible', '~', '~', 'tnc', 'and', 'detail', '?', 'dm', 'wtr', 'ifb', 'wtb', 'sewa', 'want', 'to', 'rent', 'handphone', 'konser', 'fancon', 'fanmeeting', 'ip', 'iph', 'iphone', '13pro', 'samsung', '25u']","['open', 'rent', 'iphone', '13', 'pro', '&', 'samsung', '25u', '*', 'konser', 'wisuda', 'acara', 'kantor', 'bukber', 'ip', '13pro', ':', '2', '*', '*', 'k', '-', '3', '*', '*', 'k', 'cod', 'venue', '/', 'stasiun', 'negotible', '~', '~', 'tnc', 'and', 'detail', '?', 'dm', 'wtr', 'ifb', 'wtb', 'sewa', 'want', 'to', 'rent', 'handphone', 'konser', 'fancon', 'fanmeeting', 'ip', 'iph', 'iphone', '13pro', 'samsung', '25u']","['open', 'rent', 'iphone', '13', 'pro', '&', 'samsung', '25u', '*', 'konser', 'wisuda', 'acara', 'kantor', 'bukber', 'ip', '13pro', ':', '2', '*', '*', 'k', '-', '3', '*', '*', 'k', 'cod', 'venue', '/', 'stasiun', 'negotible', '~', '~', 'tnc', 'and', 'detail', '?', 'dm', 'wtr', 'ifb', 'wtb', 'sewa', 'want', 'to', 'rent', 'handphone', 'konser', 'fancon', 'fanmeeting', 'ip', 'iph', 'iphone', '13pro', 'samsung', '25u']"
"['baru', 'landed', 'di', 'surabaya', 'beberapa', 'jam', 'lalu', 'dan', 'sudah', 'mulai', 'main', 'ke', 'stasiun', 'surabaya', 'gubeng', '-', 'surabaya', 'kota', '.']","['baru', 'landed', 'di', 'surabaya', 'beberapa', 'jam', 'lalu', 'dan', 'sudah', 'mulai', 'main', 'ke', 'stasiun', 'surabaya', 'gubeng', '-', 'surabaya', 'kota', '.']","['baru', 'landed', 'di', 'surabaya', 'beberapa', 'jam', 'lalu', 'dan', 'sudah', 'mulai', 'main', 'ke', 'stasiun', 'surabaya', 'gubeng', '-', 'surabaya', 'kota', '.']"
"['@salshaindr', 'sedang', 'menanti', 'jawaban', 'apalagi', 'tuh', 'stasiun', 'suka', 'banget', 'nyolong', 'segala', 'hal', 'di', 'sosmed', 'baik', 'tweet', 'sampe', 'video', 'konten']","['@salshaindr', 'sedang', 'menanti', 'jawaban', 'apalagi', 'tuh', 'stasiun', 'suka', 'banget', 'nyolong', 'segala', 'hal', 'di', 'sosmed', 'baik', 'tweet', 'sampe', 'video', 'konten']","['@salshaindr', 'sedang', 'menanti', 'jawaban', 'apalagi', 'tuh', 'stasiun', 'suka', 'banget', 'nyolong', 'segala', 'hal', 'di', 'sosmed', 'baik', 'tweet', 'sampe', 'video', 'konten']"
"['beberapa', 'unit', 'kereta', 'kelas', 'eksekutif', 'stainless', 'steel', 'gen', '1', 'yang', 'rabu', 'lalu', '(', '12/03', '/', '2025', ')', 'kebakaran', 'di', 'stasiun', 'yogyakarta', 'ternyata', 'dibakar', 'oleh', 'remaja', 'disabilitas', 'yang', 'sakit', 'hati', 'sama', 'kai']","['beberapa', 'unit', 'kereta', 'kelas', 'eksekutif', 'stainless', 'steel', 'gen', '1', 'yang', 'rabu', 'lalu', '(', '12/03', '/', '2025', ')', 'kebakaran', 'di', 'stasiun', 'yogyakarta', 'ternyata', 'dibakar', 'oleh', 'remaja', 'disabilitas', 'yang', 'sakit', 'hati', 'sama', 'kai']","['beberapa', 'unit', 'kereta', 'kelas', 'eksekutif', 'stainless', 'steel', 'gen', '1', 'yang', 'rabu', 'lalu', '(', '12/03', '/', '2025', ')', 'kebakaran', 'di', 'stasiun', 'yogyakarta', 'ternyata', 'dibakar', 'oleh', 'remaja', 'disabilitas', 'yang', 'sakit', 'hati', 'sama', 'kai']"
"['gaiss', 'rute', 'ke', 'gn', 'kidul', 'dr', 'stasiun', 'tugu', 'naik', 'apa', 'ya', '?', 'tia']","['gaiss', 'rute', 'ke', 'gn', 'kidul', 'dr', 'stasiun', 'tugu', 'naik', 'apa', 'ya', '?', 'tia']","['gaiss', 'rute', 'ke', 'gn', 'kidul', 'dr', 'stasiun', 'tugu', 'naik', 'apa', 'ya', '?', 'tia']"
"['finally', '(', 'walaupun', 'celana', 'harus', 'kotor', 'gara', 'gara', 'nerjang', 'banjir', 'menuju', 'stasiun', ')']","['finally', '(', 'walaupun', 'celana', 'harus', 'kotor', 'gara', 'gara', 'nerjang', 'banjir', 'menuju', 'stasiun', ')']","['finally', '(', 'walaupun', 'celana', 'harus', 'kotor', 'gara', 'gara', 'nerjang', 'banjir', 'menuju', 'stasiun', ')']"
"['-', 'ness', 'cari', 'anjem', 'dari', 'gg', 'pisang', 'ke', 'stasiun', 'poncol', 'buat', 'hari', 'senin', 'jam', '05.00', 'pagi', 'yang', 'motornya', 'besar', '(', 'bisa', 'bawa', 'koper', '24inch', ')', 'ada', 'enggak', 'ya', '?', 'kalo', 'ada', 'drop', 'fee', 'sama', 'whatsapp', 'sekalian', 'nanti', 'sender', 'chat', 'langsung', '.', 'terima', 'kasih']","['-', 'ness', 'cari', 'anjem', 'dari', 'gg', 'pisang', 'ke', 'stasiun', 'poncol', 'buat', 'hari', 'senin', 'jam', '05.00', 'pagi', 'yang', 'motornya', 'besar', '(', 'bisa', 'bawa', 'koper', '24inch', ')', 'ada', 'enggak', 'ya', '?', 'kalo', 'ada', 'drop', 'fee', 'sama', 'whatsapp', 'sekalian', 'nanti', 'sender', 'chat', 'langsung', '.', 'terima', 'kasih']","['-', 'ness', 'cari', 'anjem', 'dari', 'gg', 'pisang', 'ke', 'stasiun', 'poncol', 'buat', 'hari', 'senin', 'jam', '05.00', 'pagi', 'yang', 'motornya', 'besar', '(', 'bisa', 'bawa', 'koper', '24inch', ')', 'ada', 'enggak', 'ya', '?', 'kalo', 'ada', 'drop', 'fee', 'sama', 'whatsapp', 'sekalian', 'nanti', 'sender', 'chat', 'langsung', '.', 'terima', 'kasih']"
"['sebelum', 'subuh', 'kakinya', 'sudah', 'menapaki', 'stasiun', 'mengejar', 'krl', 'pertama', '.', 'bocah', 'lelaki', 'berdarah', 'aceh', 'dan', 'batak', 'ini', 'melangkah', 'gagah', 'melawan', 'kantuk', 'demi', 'bisa', 'sekolah', '.', 'kak', 'rini', 'uwanya', 'sering', 'menemaninya', 'karena', 'ibunya', 'sakit', '.']","['sebelum', 'subuh', 'kakinya', 'sudah', 'menapaki', 'stasiun', 'mengejar', 'krl', 'pertama', '.', 'bocah', 'lelaki', 'berdarah', 'aceh', 'dan', 'batak', 'ini', 'melangkah', 'gagah', 'melawan', 'kantuk', 'demi', 'bisa', 'sekolah', '.', 'kak', 'rini', 'uwanya', 'sering', 'menemaninya', 'karena', 'ibunya', 'sakit', '.']","['sebelum', 'subuh', 'kakinya', 'sudah', 'menapaki', 'stasiun', 'mengejar', 'krl', 'pertama', '.', 'bocah', 'lelaki', 'berdarah', 'aceh', 'dan', 'batak', 'ini', 'melangkah', 'gagah', 'melawan', 'kantuk', 'demi', 'bisa', 'sekolah', '.', 'kak', 'rini', 'uwanya', 'sering', 'menemaninya', 'karena', 'ibunya', 'sakit', '.']"
"['polisi', 'mengamankan', 'seorang', 'remaja', 'berinisial', 'm', '(', '17', ')', 'warga', 'jakarta', 'yang', 'membakar', 'tiga', 'gerbong', 'ka', 'di', 'stasiun', 'tugu', 'yogyakarta', 'pada', 'rabu', '12', 'maret', '2025', '.', 'm', 'merupakan', 'penyandang', 'disabilitas', 'sensorik', '.', 'pelaku', 'm', 'tak', 'bisa', 'berbicara', '.', 'm', 'nekat', 'membakar', 'tiga', 'gerbong', 'ka', 'di', 'stasiun', 'tugu']","['polisi', 'mengamankan', 'seorang', 'remaja', 'berinisial', 'm', '(', '17', ')', 'warga', 'jakarta', 'yang', 'membakar', 'tiga', 'gerbong', 'ka', 'di', 'stasiun', 'tugu', 'yogyakarta', 'pada', 'rabu', '12', 'maret', '2025', '.', 'm', 'merupakan', 'penyandang', 'disabilitas', 'sensorik', '.', 'pelaku', 'm', 'tak', 'bisa', 'berbicara', '.', 'm', 'nekat', 'membakar', 'tiga', 'gerbong', 'ka', 'di', 'stasiun', 'tugu']","['polisi', 'mengamankan', 'seorang', 'remaja', 'berinisial', 'm', '(', '17', ')', 'warga', 'jakarta', 'yang', 'membakar', 'tiga', 'gerbong', 'ka', 'di', 'stasiun', 'tugu', 'yogyakarta', 'pada', 'rabu', '12', 'maret', '2025', '.', 'm', 'merupakan', 'penyandang', 'disabilitas', 'sensorik', '.', 'pelaku', 'm', 'tak', 'bisa', 'berbicara', '.', 'm', 'nekat', 'membakar', 'tiga', 'gerbong', 'ka', 'di', 'stasiun', 'tugu']"
"['wanita', 'asing', 'yang', 'keluar', 'dari', 'mobil', 'berteriak', 'mendorong', 'polisi', 'dan', 'kehilangan', 'kendali', '.', 'menurut', 'info', 'wanita', 'asing', 'itu', 'tampaknya', 'telah', 'menyerang', 'polisi', 'dan', 'masyarakat', 'di', 'depan', 'stasiun', 'togoshi', '.', 'suaramu', 'keras', 'sekali', 'lol']","['wanita', 'asing', 'yang', 'keluar', 'dari', 'mobil', 'berteriak', 'mendorong', 'polisi', 'dan', 'kehilangan', 'kendali', '.', 'menurut', 'info', 'wanita', 'asing', 'itu', 'tampaknya', 'telah', 'menyerang', 'polisi', 'dan', 'masyarakat', 'di', 'depan', 'stasiun', 'togoshi', '.', 'suaramu', 'keras', 'sekali', 'lol']","['wanita', 'asing', 'yang', 'keluar', 'dari', 'mobil', 'berteriak', 'mendorong', 'polisi', 'dan', 'kehilangan', 'kendali', '.', 'menurut', 'info', 'wanita', 'asing', 'itu', 'tampaknya', 'telah', 'menyerang', 'polisi', 'dan', 'masyarakat', 'di', 'depan', 'stasiun', 'togoshi', '.', 'suaramu', 'keras', 'sekali', 'lol']"
"['di', 'stasiun', 'ps', 'senen', 'ada', 'penginapan', 'harian', 'enggak', 'ya', '?', 'atau', 'mungkin', 'ada', 'tempat', 'penitipan', 'barang', 'enggak', 'ya', '?', 'terima', 'kasih']","['di', 'stasiun', 'ps', 'senen', 'ada', 'penginapan', 'harian', 'enggak', 'ya', '?', 'atau', 'mungkin', 'ada', 'tempat', 'penitipan', 'barang', 'enggak', 'ya', '?', 'terima', 'kasih']","['di', 'stasiun', 'ps', 'senen', 'ada', 'penginapan', 'harian', 'enggak', 'ya', '?', 'atau', 'mungkin', 'ada', 'tempat', 'penitipan', 'barang', 'enggak', 'ya', '?', 'terima', 'kasih']"
